part_id,image_id,image_name,zip_relative_path,source_relative_path,split,family,numeric_id,extension,size_bytes,width,height,image_format
5,train_k_32778,train_k_32778.png,images/train_k_32778.png,train_k_32778.png,train,k,32778,.png,62373,1500,900,PNG
5,train_k_32779,train_k_32779.png,images/train_k_32779.png,train_k_32779.png,train,k,32779,.png,75044,1500,900,PNG
5,train_k_3278,train_k_3278.png,images/train_k_3278.png,train_k_3278.png,train,k,3278,.png,60384,1500,900,PNG
5,train_k_32780,train_k_32780.png,images/train_k_32780.png,train_k_32780.png,train,k,32780,.png,58646,1500,900,PNG
5,train_k_32781,train_k_32781.png,images/train_k_32781.png,train_k_32781.png,train,k,32781,.png,86179,1500,900,PNG
5,train_k_32782,train_k_32782.png,images/train_k_32782.png,train_k_32782.png,train,k,32782,.png,61805,1500,900,PNG
5,train_k_32783,train_k_32783.png,images/train_k_32783.png,train_k_32783.png,train,k,32783,.png,61756,1500,900,PNG
5,train_k_32784,train_k_32784.png,images/train_k_32784.png,train_k_32784.png,train,k,32784,.png,55877,1500,900,PNG
5,train_k_32785,train_k_32785.png,images/train_k_32785.png,train_k_32785.png,train,k,32785,.png,34032,1500,900,PNG
5,train_k_32786,train_k_32786.png,images/train_k_32786.png,train_k_32786.png,train,k,32786,.png,53653,1500,900,PNG
5,train_k_32787,train_k_32787.png,images/train_k_32787.png,train_k_32787.png,train,k,32787,.png,51983,1500,900,PNG
5,train_k_32788,train_k_32788.png,images/train_k_32788.png,train_k_32788.png,train,k,32788,.png,54617,1500,900,PNG
5,train_k_32789,train_k_32789.png,images/train_k_32789.png,train_k_32789.png,train,k,32789,.png,74996,1500,900,PNG
5,train_k_3279,train_k_3279.png,images/train_k_3279.png,train_k_3279.png,train,k,3279,.png,58411,1500,900,PNG
5,train_k_32790,train_k_32790.png,images/train_k_32790.png,train_k_32790.png,train,k,32790,.png,50032,1500,900,PNG
5,train_k_32791,train_k_32791.png,images/train_k_32791.png,train_k_32791.png,train,k,32791,.png,72137,1500,900,PNG
5,train_k_32792,train_k_32792.png,images/train_k_32792.png,train_k_32792.png,train,k,32792,.png,66913,1500,900,PNG
5,train_k_32793,train_k_32793.png,images/train_k_32793.png,train_k_32793.png,train,k,32793,.png,61544,1500,900,PNG
5,train_k_32794,train_k_32794.png,images/train_k_32794.png,train_k_32794.png,train,k,32794,.png,89259,1500,900,PNG
5,train_k_32795,train_k_32795.png,images/train_k_32795.png,train_k_32795.png,train,k,32795,.png,63033,1500,900,PNG
5,train_k_32796,train_k_32796.png,images/train_k_32796.png,train_k_32796.png,train,k,32796,.png,64686,1500,900,PNG
5,train_k_32797,train_k_32797.png,images/train_k_32797.png,train_k_32797.png,train,k,32797,.png,55925,1500,900,PNG
5,train_k_32798,train_k_32798.png,images/train_k_32798.png,train_k_32798.png,train,k,32798,.png,90847,1500,900,PNG
5,train_k_32799,train_k_32799.png,images/train_k_32799.png,train_k_32799.png,train,k,32799,.png,65365,1500,900,PNG
5,train_k_328,train_k_328.png,images/train_k_328.png,train_k_328.png,train,k,328,.png,71942,1500,900,PNG
5,train_k_3280,train_k_3280.png,images/train_k_3280.png,train_k_3280.png,train,k,3280,.png,59512,1500,900,PNG
5,train_k_32800,train_k_32800.png,images/train_k_32800.png,train_k_32800.png,train,k,32800,.png,57316,1500,900,PNG
5,train_k_32801,train_k_32801.png,images/train_k_32801.png,train_k_32801.png,train,k,32801,.png,62902,1500,900,PNG
5,train_k_32802,train_k_32802.png,images/train_k_32802.png,train_k_32802.png,train,k,32802,.png,60979,1500,900,PNG
5,train_k_32803,train_k_32803.png,images/train_k_32803.png,train_k_32803.png,train,k,32803,.png,80050,1500,900,PNG
5,train_k_32804,train_k_32804.png,images/train_k_32804.png,train_k_32804.png,train,k,32804,.png,66350,1500,900,PNG
5,train_k_32805,train_k_32805.png,images/train_k_32805.png,train_k_32805.png,train,k,32805,.png,61643,1500,900,PNG
5,train_k_32806,train_k_32806.png,images/train_k_32806.png,train_k_32806.png,train,k,32806,.png,92548,1500,900,PNG
5,train_k_32807,train_k_32807.png,images/train_k_32807.png,train_k_32807.png,train,k,32807,.png,65974,1500,900,PNG
5,train_k_32808,train_k_32808.png,images/train_k_32808.png,train_k_32808.png,train,k,32808,.png,67241,1500,900,PNG
5,train_k_32809,train_k_32809.png,images/train_k_32809.png,train_k_32809.png,train,k,32809,.png,57750,1500,900,PNG
5,train_k_3281,train_k_3281.png,images/train_k_3281.png,train_k_3281.png,train,k,3281,.png,107402,1500,900,PNG
5,train_k_32810,train_k_32810.png,images/train_k_32810.png,train_k_32810.png,train,k,32810,.png,61027,1500,900,PNG
5,train_k_32811,train_k_32811.png,images/train_k_32811.png,train_k_32811.png,train,k,32811,.png,48415,1500,900,PNG
5,train_k_32812,train_k_32812.png,images/train_k_32812.png,train_k_32812.png,train,k,32812,.png,55192,1500,900,PNG
5,train_k_32813,train_k_32813.png,images/train_k_32813.png,train_k_32813.png,train,k,32813,.png,53798,1500,900,PNG
5,train_k_32814,train_k_32814.png,images/train_k_32814.png,train_k_32814.png,train,k,32814,.png,55460,1500,900,PNG
5,train_k_32815,train_k_32815.png,images/train_k_32815.png,train_k_32815.png,train,k,32815,.png,72345,1500,900,PNG
5,train_k_32816,train_k_32816.png,images/train_k_32816.png,train_k_32816.png,train,k,32816,.png,61092,1500,900,PNG
5,train_k_32817,train_k_32817.png,images/train_k_32817.png,train_k_32817.png,train,k,32817,.png,51311,1500,900,PNG
5,train_k_32818,train_k_32818.png,images/train_k_32818.png,train_k_32818.png,train,k,32818,.png,55945,1500,900,PNG
5,train_k_32819,train_k_32819.png,images/train_k_32819.png,train_k_32819.png,train,k,32819,.png,51200,1500,900,PNG
5,train_k_3282,train_k_3282.png,images/train_k_3282.png,train_k_3282.png,train,k,3282,.png,66542,1500,900,PNG
5,train_k_32820,train_k_32820.png,images/train_k_32820.png,train_k_32820.png,train,k,32820,.png,62003,1500,900,PNG
5,train_k_32821,train_k_32821.png,images/train_k_32821.png,train_k_32821.png,train,k,32821,.png,56695,1500,900,PNG
5,train_k_32822,train_k_32822.png,images/train_k_32822.png,train_k_32822.png,train,k,32822,.png,64188,1500,900,PNG
5,train_k_32823,train_k_32823.png,images/train_k_32823.png,train_k_32823.png,train,k,32823,.png,64684,1500,900,PNG
5,train_k_32824,train_k_32824.png,images/train_k_32824.png,train_k_32824.png,train,k,32824,.png,57593,1500,900,PNG
5,train_k_32825,train_k_32825.png,images/train_k_32825.png,train_k_32825.png,train,k,32825,.png,33344,1500,900,PNG
5,train_k_32826,train_k_32826.png,images/train_k_32826.png,train_k_32826.png,train,k,32826,.png,48019,1500,900,PNG
5,train_k_32827,train_k_32827.png,images/train_k_32827.png,train_k_32827.png,train,k,32827,.png,50458,1500,900,PNG
5,train_k_32828,train_k_32828.png,images/train_k_32828.png,train_k_32828.png,train,k,32828,.png,43283,1500,900,PNG
5,train_k_32829,train_k_32829.png,images/train_k_32829.png,train_k_32829.png,train,k,32829,.png,56987,1500,900,PNG
5,train_k_3283,train_k_3283.png,images/train_k_3283.png,train_k_3283.png,train,k,3283,.png,65131,1500,900,PNG
5,train_k_32830,train_k_32830.png,images/train_k_32830.png,train_k_32830.png,train,k,32830,.png,60606,1500,900,PNG
5,train_k_32831,train_k_32831.png,images/train_k_32831.png,train_k_32831.png,train,k,32831,.png,56575,1500,900,PNG
5,train_k_32832,train_k_32832.png,images/train_k_32832.png,train_k_32832.png,train,k,32832,.png,30145,1500,900,PNG
5,train_k_32833,train_k_32833.png,images/train_k_32833.png,train_k_32833.png,train,k,32833,.png,52609,1500,900,PNG
5,train_k_32834,train_k_32834.png,images/train_k_32834.png,train_k_32834.png,train,k,32834,.png,72659,1500,900,PNG
5,train_k_32835,train_k_32835.png,images/train_k_32835.png,train_k_32835.png,train,k,32835,.png,63097,1500,900,PNG
5,train_k_32836,train_k_32836.png,images/train_k_32836.png,train_k_32836.png,train,k,32836,.png,111577,1500,900,PNG
5,train_k_32837,train_k_32837.png,images/train_k_32837.png,train_k_32837.png,train,k,32837,.png,58782,1500,900,PNG
5,train_k_32838,train_k_32838.png,images/train_k_32838.png,train_k_32838.png,train,k,32838,.png,63725,1500,900,PNG
5,train_k_32839,train_k_32839.png,images/train_k_32839.png,train_k_32839.png,train,k,32839,.png,50673,1500,900,PNG
5,train_k_3284,train_k_3284.png,images/train_k_3284.png,train_k_3284.png,train,k,3284,.png,58079,1500,900,PNG
5,train_k_32840,train_k_32840.png,images/train_k_32840.png,train_k_32840.png,train,k,32840,.png,57403,1500,900,PNG
5,train_k_32841,train_k_32841.png,images/train_k_32841.png,train_k_32841.png,train,k,32841,.png,59232,1500,900,PNG
5,train_k_32842,train_k_32842.png,images/train_k_32842.png,train_k_32842.png,train,k,32842,.png,51602,1500,900,PNG
5,train_k_32843,train_k_32843.png,images/train_k_32843.png,train_k_32843.png,train,k,32843,.png,62474,1500,900,PNG
5,train_k_32844,train_k_32844.png,images/train_k_32844.png,train_k_32844.png,train,k,32844,.png,65669,1500,900,PNG
5,train_k_32845,train_k_32845.png,images/train_k_32845.png,train_k_32845.png,train,k,32845,.png,68806,1500,900,PNG
5,train_k_32846,train_k_32846.png,images/train_k_32846.png,train_k_32846.png,train,k,32846,.png,61856,1500,900,PNG
5,train_k_32847,train_k_32847.png,images/train_k_32847.png,train_k_32847.png,train,k,32847,.png,64639,1500,900,PNG
5,train_k_32848,train_k_32848.png,images/train_k_32848.png,train_k_32848.png,train,k,32848,.png,71798,1500,900,PNG
5,train_k_32849,train_k_32849.png,images/train_k_32849.png,train_k_32849.png,train,k,32849,.png,58047,1500,900,PNG
5,train_k_3285,train_k_3285.png,images/train_k_3285.png,train_k_3285.png,train,k,3285,.png,61902,1500,900,PNG
5,train_k_32850,train_k_32850.png,images/train_k_32850.png,train_k_32850.png,train,k,32850,.png,64877,1500,900,PNG
5,train_k_32851,train_k_32851.png,images/train_k_32851.png,train_k_32851.png,train,k,32851,.png,55414,1500,900,PNG
5,train_k_32852,train_k_32852.png,images/train_k_32852.png,train_k_32852.png,train,k,32852,.png,56307,1500,900,PNG
5,train_k_32853,train_k_32853.png,images/train_k_32853.png,train_k_32853.png,train,k,32853,.png,69574,1500,900,PNG
5,train_k_32854,train_k_32854.png,images/train_k_32854.png,train_k_32854.png,train,k,32854,.png,68239,1500,900,PNG
5,train_k_32855,train_k_32855.png,images/train_k_32855.png,train_k_32855.png,train,k,32855,.png,51158,1500,900,PNG
5,train_k_32856,train_k_32856.png,images/train_k_32856.png,train_k_32856.png,train,k,32856,.png,46524,1500,900,PNG
5,train_k_32857,train_k_32857.png,images/train_k_32857.png,train_k_32857.png,train,k,32857,.png,58343,1500,900,PNG
5,train_k_32858,train_k_32858.png,images/train_k_32858.png,train_k_32858.png,train,k,32858,.png,53387,1500,900,PNG
5,train_k_32859,train_k_32859.png,images/train_k_32859.png,train_k_32859.png,train,k,32859,.png,73230,1500,900,PNG
5,train_k_3286,train_k_3286.png,images/train_k_3286.png,train_k_3286.png,train,k,3286,.png,108137,1500,900,PNG
5,train_k_32860,train_k_32860.png,images/train_k_32860.png,train_k_32860.png,train,k,32860,.png,55272,1500,900,PNG
5,train_k_32861,train_k_32861.png,images/train_k_32861.png,train_k_32861.png,train,k,32861,.png,62308,1500,900,PNG
5,train_k_32862,train_k_32862.png,images/train_k_32862.png,train_k_32862.png,train,k,32862,.png,56794,1500,900,PNG
5,train_k_32863,train_k_32863.png,images/train_k_32863.png,train_k_32863.png,train,k,32863,.png,55999,1500,900,PNG
5,train_k_32864,train_k_32864.png,images/train_k_32864.png,train_k_32864.png,train,k,32864,.png,54701,1500,900,PNG
