part_id,image_id,image_name,zip_relative_path,source_relative_path,split,family,numeric_id,extension,size_bytes,width,height,image_format
7,train_s_16730,train_s_16730.png,images/train_s_16730.png,train_s_16730.png,train,s,16730,.png,67500,1500,900,PNG
7,train_s_16731,train_s_16731.png,images/train_s_16731.png,train_s_16731.png,train,s,16731,.png,71028,1500,900,PNG
7,train_s_16732,train_s_16732.png,images/train_s_16732.png,train_s_16732.png,train,s,16732,.png,70624,1500,900,PNG
7,train_s_16733,train_s_16733.png,images/train_s_16733.png,train_s_16733.png,train,s,16733,.png,68548,1500,900,PNG
7,train_s_16734,train_s_16734.png,images/train_s_16734.png,train_s_16734.png,train,s,16734,.png,68806,1500,900,PNG
7,train_s_16735,train_s_16735.png,images/train_s_16735.png,train_s_16735.png,train,s,16735,.png,71093,1500,900,PNG
7,train_s_16736,train_s_16736.png,images/train_s_16736.png,train_s_16736.png,train,s,16736,.png,74166,1500,900,PNG
7,train_s_16737,train_s_16737.png,images/train_s_16737.png,train_s_16737.png,train,s,16737,.png,70544,1500,900,PNG
7,train_s_16738,train_s_16738.png,images/train_s_16738.png,train_s_16738.png,train,s,16738,.png,69465,1500,900,PNG
7,train_s_16739,train_s_16739.png,images/train_s_16739.png,train_s_16739.png,train,s,16739,.png,71533,1500,900,PNG
7,train_s_1674,train_s_1674.png,images/train_s_1674.png,train_s_1674.png,train,s,1674,.png,28226,1500,900,PNG
7,train_s_16740,train_s_16740.png,images/train_s_16740.png,train_s_16740.png,train,s,16740,.png,65215,1500,900,PNG
7,train_s_16741,train_s_16741.png,images/train_s_16741.png,train_s_16741.png,train,s,16741,.png,66737,1500,900,PNG
7,train_s_16742,train_s_16742.png,images/train_s_16742.png,train_s_16742.png,train,s,16742,.png,63726,1500,900,PNG
7,train_s_16743,train_s_16743.png,images/train_s_16743.png,train_s_16743.png,train,s,16743,.png,62373,1500,900,PNG
7,train_s_16744,train_s_16744.png,images/train_s_16744.png,train_s_16744.png,train,s,16744,.png,61861,1500,900,PNG
7,train_s_16745,train_s_16745.png,images/train_s_16745.png,train_s_16745.png,train,s,16745,.png,66356,1500,900,PNG
7,train_s_16746,train_s_16746.png,images/train_s_16746.png,train_s_16746.png,train,s,16746,.png,63394,1500,900,PNG
7,train_s_16747,train_s_16747.png,images/train_s_16747.png,train_s_16747.png,train,s,16747,.png,40068,1500,900,PNG
7,train_s_16748,train_s_16748.png,images/train_s_16748.png,train_s_16748.png,train,s,16748,.png,84628,1500,900,PNG
7,train_s_16749,train_s_16749.png,images/train_s_16749.png,train_s_16749.png,train,s,16749,.png,65936,1500,900,PNG
7,train_s_1675,train_s_1675.png,images/train_s_1675.png,train_s_1675.png,train,s,1675,.png,47825,1500,900,PNG
7,train_s_16750,train_s_16750.png,images/train_s_16750.png,train_s_16750.png,train,s,16750,.png,63342,1500,900,PNG
7,train_s_16751,train_s_16751.png,images/train_s_16751.png,train_s_16751.png,train,s,16751,.png,66849,1500,900,PNG
7,train_s_16752,train_s_16752.png,images/train_s_16752.png,train_s_16752.png,train,s,16752,.png,93256,1500,900,PNG
7,train_s_16753,train_s_16753.png,images/train_s_16753.png,train_s_16753.png,train,s,16753,.png,71676,1500,900,PNG
7,train_s_16754,train_s_16754.png,images/train_s_16754.png,train_s_16754.png,train,s,16754,.png,62301,1500,900,PNG
7,train_s_16755,train_s_16755.png,images/train_s_16755.png,train_s_16755.png,train,s,16755,.png,80532,1500,900,PNG
7,train_s_16756,train_s_16756.png,images/train_s_16756.png,train_s_16756.png,train,s,16756,.png,72403,1500,900,PNG
7,train_s_16757,train_s_16757.png,images/train_s_16757.png,train_s_16757.png,train,s,16757,.png,62989,1500,900,PNG
7,train_s_16758,train_s_16758.png,images/train_s_16758.png,train_s_16758.png,train,s,16758,.png,53931,1500,900,PNG
7,train_s_16759,train_s_16759.png,images/train_s_16759.png,train_s_16759.png,train,s,16759,.png,75035,1500,900,PNG
7,train_s_1676,train_s_1676.png,images/train_s_1676.png,train_s_1676.png,train,s,1676,.png,68406,1500,900,PNG
7,train_s_16760,train_s_16760.png,images/train_s_16760.png,train_s_16760.png,train,s,16760,.png,65448,1500,900,PNG
7,train_s_16761,train_s_16761.png,images/train_s_16761.png,train_s_16761.png,train,s,16761,.png,78928,1500,900,PNG
7,train_s_16762,train_s_16762.png,images/train_s_16762.png,train_s_16762.png,train,s,16762,.png,83090,1500,900,PNG
7,train_s_16763,train_s_16763.png,images/train_s_16763.png,train_s_16763.png,train,s,16763,.png,80124,1500,900,PNG
7,train_s_16764,train_s_16764.png,images/train_s_16764.png,train_s_16764.png,train,s,16764,.png,72722,1500,900,PNG
7,train_s_16765,train_s_16765.png,images/train_s_16765.png,train_s_16765.png,train,s,16765,.png,66731,1500,900,PNG
7,train_s_16766,train_s_16766.png,images/train_s_16766.png,train_s_16766.png,train,s,16766,.png,71747,1500,900,PNG
7,train_s_16767,train_s_16767.png,images/train_s_16767.png,train_s_16767.png,train,s,16767,.png,66262,1500,900,PNG
7,train_s_16768,train_s_16768.png,images/train_s_16768.png,train_s_16768.png,train,s,16768,.png,68947,1500,900,PNG
7,train_s_16769,train_s_16769.png,images/train_s_16769.png,train_s_16769.png,train,s,16769,.png,61801,1500,900,PNG
7,train_s_1677,train_s_1677.png,images/train_s_1677.png,train_s_1677.png,train,s,1677,.png,81349,1500,900,PNG
7,train_s_16770,train_s_16770.png,images/train_s_16770.png,train_s_16770.png,train,s,16770,.png,70923,1500,900,PNG
7,train_s_16771,train_s_16771.png,images/train_s_16771.png,train_s_16771.png,train,s,16771,.png,77877,1500,900,PNG
7,train_s_16772,train_s_16772.png,images/train_s_16772.png,train_s_16772.png,train,s,16772,.png,79084,1500,900,PNG
7,train_s_16773,train_s_16773.png,images/train_s_16773.png,train_s_16773.png,train,s,16773,.png,73844,1500,900,PNG
7,train_s_16774,train_s_16774.png,images/train_s_16774.png,train_s_16774.png,train,s,16774,.png,70925,1500,900,PNG
7,train_s_16775,train_s_16775.png,images/train_s_16775.png,train_s_16775.png,train,s,16775,.png,69552,1500,900,PNG
7,train_s_16776,train_s_16776.png,images/train_s_16776.png,train_s_16776.png,train,s,16776,.png,52152,1500,900,PNG
7,train_s_16777,train_s_16777.png,images/train_s_16777.png,train_s_16777.png,train,s,16777,.png,34806,1500,900,PNG
7,train_s_16778,train_s_16778.png,images/train_s_16778.png,train_s_16778.png,train,s,16778,.png,51482,1500,900,PNG
7,train_s_16779,train_s_16779.png,images/train_s_16779.png,train_s_16779.png,train,s,16779,.png,71801,1500,900,PNG
7,train_s_1678,train_s_1678.png,images/train_s_1678.png,train_s_1678.png,train,s,1678,.png,82209,1500,900,PNG
7,train_s_16780,train_s_16780.png,images/train_s_16780.png,train_s_16780.png,train,s,16780,.png,74601,1500,900,PNG
