part_id,image_id,image_name,zip_relative_path,source_relative_path,split,family,numeric_id,extension,size_bytes,width,height,image_format
6,train_k_9139,train_k_9139.png,images/train_k_9139.png,train_k_9139.png,train,k,9139,.png,62360,1500,900,PNG
6,train_k_914,train_k_914.png,images/train_k_914.png,train_k_914.png,train,k,914,.png,57865,1500,900,PNG
6,train_k_9140,train_k_9140.png,images/train_k_9140.png,train_k_9140.png,train,k,9140,.png,90991,1500,900,PNG
6,train_k_9141,train_k_9141.png,images/train_k_9141.png,train_k_9141.png,train,k,9141,.png,64486,1500,900,PNG
6,train_k_9142,train_k_9142.png,images/train_k_9142.png,train_k_9142.png,train,k,9142,.png,61186,1500,900,PNG
6,train_k_9143,train_k_9143.png,images/train_k_9143.png,train_k_9143.png,train,k,9143,.png,58545,1500,900,PNG
6,train_k_9144,train_k_9144.png,images/train_k_9144.png,train_k_9144.png,train,k,9144,.png,117831,1500,900,PNG
6,train_k_9145,train_k_9145.png,images/train_k_9145.png,train_k_9145.png,train,k,9145,.png,64280,1500,900,PNG
6,train_k_9146,train_k_9146.png,images/train_k_9146.png,train_k_9146.png,train,k,9146,.png,62435,1500,900,PNG
6,train_k_9147,train_k_9147.png,images/train_k_9147.png,train_k_9147.png,train,k,9147,.png,73903,1500,900,PNG
6,train_k_9148,train_k_9148.png,images/train_k_9148.png,train_k_9148.png,train,k,9148,.png,89598,1500,900,PNG
6,train_k_9149,train_k_9149.png,images/train_k_9149.png,train_k_9149.png,train,k,9149,.png,62122,1500,900,PNG
6,train_k_915,train_k_915.png,images/train_k_915.png,train_k_915.png,train,k,915,.png,39673,1500,900,PNG
6,train_k_9150,train_k_9150.png,images/train_k_9150.png,train_k_9150.png,train,k,9150,.png,67558,1500,900,PNG
6,train_k_9151,train_k_9151.png,images/train_k_9151.png,train_k_9151.png,train,k,9151,.png,59539,1500,900,PNG
6,train_k_9152,train_k_9152.png,images/train_k_9152.png,train_k_9152.png,train,k,9152,.png,48438,1500,900,PNG
6,train_k_9153,train_k_9153.png,images/train_k_9153.png,train_k_9153.png,train,k,9153,.png,49813,1500,900,PNG
6,train_k_9154,train_k_9154.png,images/train_k_9154.png,train_k_9154.png,train,k,9154,.png,57238,1500,900,PNG
6,train_k_9155,train_k_9155.png,images/train_k_9155.png,train_k_9155.png,train,k,9155,.png,65696,1500,900,PNG
6,train_k_9156,train_k_9156.png,images/train_k_9156.png,train_k_9156.png,train,k,9156,.png,60711,1500,900,PNG
6,train_k_9157,train_k_9157.png,images/train_k_9157.png,train_k_9157.png,train,k,9157,.png,74939,1500,900,PNG
6,train_k_9158,train_k_9158.png,images/train_k_9158.png,train_k_9158.png,train,k,9158,.png,65266,1500,900,PNG
6,train_k_9159,train_k_9159.png,images/train_k_9159.png,train_k_9159.png,train,k,9159,.png,50287,1500,900,PNG
6,train_k_916,train_k_916.png,images/train_k_916.png,train_k_916.png,train,k,916,.png,64281,1500,900,PNG
6,train_k_9160,train_k_9160.png,images/train_k_9160.png,train_k_9160.png,train,k,9160,.png,42841,1500,900,PNG
6,train_k_9161,train_k_9161.png,images/train_k_9161.png,train_k_9161.png,train,k,9161,.png,59791,1500,900,PNG
6,train_k_9162,train_k_9162.png,images/train_k_9162.png,train_k_9162.png,train,k,9162,.png,64345,1500,900,PNG
6,train_k_9163,train_k_9163.png,images/train_k_9163.png,train_k_9163.png,train,k,9163,.png,64051,1500,900,PNG
6,train_k_9164,train_k_9164.png,images/train_k_9164.png,train_k_9164.png,train,k,9164,.png,66647,1500,900,PNG
6,train_k_9165,train_k_9165.png,images/train_k_9165.png,train_k_9165.png,train,k,9165,.png,51265,1500,900,PNG
6,train_k_9166,train_k_9166.png,images/train_k_9166.png,train_k_9166.png,train,k,9166,.png,54208,1500,900,PNG
6,train_k_9167,train_k_9167.png,images/train_k_9167.png,train_k_9167.png,train,k,9167,.png,66459,1500,900,PNG
6,train_k_9168,train_k_9168.png,images/train_k_9168.png,train_k_9168.png,train,k,9168,.png,48909,1500,900,PNG
6,train_k_9169,train_k_9169.png,images/train_k_9169.png,train_k_9169.png,train,k,9169,.png,62852,1500,900,PNG
6,train_k_917,train_k_917.png,images/train_k_917.png,train_k_917.png,train,k,917,.png,97135,1500,900,PNG
6,train_k_9170,train_k_9170.png,images/train_k_9170.png,train_k_9170.png,train,k,9170,.png,52794,1500,900,PNG
6,train_k_9171,train_k_9171.png,images/train_k_9171.png,train_k_9171.png,train,k,9171,.png,29769,1500,900,PNG
6,train_k_9172,train_k_9172.png,images/train_k_9172.png,train_k_9172.png,train,k,9172,.png,74617,1500,900,PNG
6,train_k_9173,train_k_9173.png,images/train_k_9173.png,train_k_9173.png,train,k,9173,.png,54836,1500,900,PNG
6,train_k_9174,train_k_9174.png,images/train_k_9174.png,train_k_9174.png,train,k,9174,.png,59039,1500,900,PNG
6,train_k_9175,train_k_9175.png,images/train_k_9175.png,train_k_9175.png,train,k,9175,.png,56324,1500,900,PNG
6,train_k_9176,train_k_9176.png,images/train_k_9176.png,train_k_9176.png,train,k,9176,.png,62173,1500,900,PNG
6,train_k_9177,train_k_9177.png,images/train_k_9177.png,train_k_9177.png,train,k,9177,.png,52845,1500,900,PNG
6,train_k_9178,train_k_9178.png,images/train_k_9178.png,train_k_9178.png,train,k,9178,.png,45509,1500,900,PNG
6,train_k_9179,train_k_9179.png,images/train_k_9179.png,train_k_9179.png,train,k,9179,.png,59884,1500,900,PNG
6,train_k_918,train_k_918.png,images/train_k_918.png,train_k_918.png,train,k,918,.png,70325,1500,900,PNG
6,train_k_9180,train_k_9180.png,images/train_k_9180.png,train_k_9180.png,train,k,9180,.png,70981,1500,900,PNG
6,train_k_9181,train_k_9181.png,images/train_k_9181.png,train_k_9181.png,train,k,9181,.png,55941,1500,900,PNG
6,train_k_9182,train_k_9182.png,images/train_k_9182.png,train_k_9182.png,train,k,9182,.png,65205,1500,900,PNG
6,train_k_9183,train_k_9183.png,images/train_k_9183.png,train_k_9183.png,train,k,9183,.png,52534,1500,900,PNG
6,train_k_9184,train_k_9184.png,images/train_k_9184.png,train_k_9184.png,train,k,9184,.png,53189,1500,900,PNG
6,train_k_9185,train_k_9185.png,images/train_k_9185.png,train_k_9185.png,train,k,9185,.png,57921,1500,900,PNG
6,train_k_9186,train_k_9186.png,images/train_k_9186.png,train_k_9186.png,train,k,9186,.png,30187,1500,900,PNG
