part_id,image_id,image_name,zip_relative_path,source_relative_path,split,family,numeric_id,extension,size_bytes,width,height,image_format
9,train_s_31915,train_s_31915.png,images/train_s_31915.png,train_s_31915.png,train,s,31915,.png,76015,1500,900,PNG
9,train_s_31916,train_s_31916.png,images/train_s_31916.png,train_s_31916.png,train,s,31916,.png,44715,1500,900,PNG
9,train_s_31917,train_s_31917.png,images/train_s_31917.png,train_s_31917.png,train,s,31917,.png,101143,1500,900,PNG
9,train_s_31918,train_s_31918.png,images/train_s_31918.png,train_s_31918.png,train,s,31918,.png,55490,1500,900,PNG
9,train_s_31919,train_s_31919.png,images/train_s_31919.png,train_s_31919.png,train,s,31919,.png,66525,1500,900,PNG
9,train_s_3192,train_s_3192.png,images/train_s_3192.png,train_s_3192.png,train,s,3192,.png,45239,1500,900,PNG
9,train_s_31920,train_s_31920.png,images/train_s_31920.png,train_s_31920.png,train,s,31920,.png,55238,1500,900,PNG
9,train_s_31921,train_s_31921.png,images/train_s_31921.png,train_s_31921.png,train,s,31921,.png,27584,1500,900,PNG
9,train_s_31922,train_s_31922.png,images/train_s_31922.png,train_s_31922.png,train,s,31922,.png,40731,1500,900,PNG
9,train_s_31923,train_s_31923.png,images/train_s_31923.png,train_s_31923.png,train,s,31923,.png,72138,1500,900,PNG
9,train_s_31924,train_s_31924.png,images/train_s_31924.png,train_s_31924.png,train,s,31924,.png,40401,1500,900,PNG
9,train_s_31925,train_s_31925.png,images/train_s_31925.png,train_s_31925.png,train,s,31925,.png,81955,1500,900,PNG
9,train_s_31926,train_s_31926.png,images/train_s_31926.png,train_s_31926.png,train,s,31926,.png,27178,1500,900,PNG
9,train_s_31927,train_s_31927.png,images/train_s_31927.png,train_s_31927.png,train,s,31927,.png,29513,1500,900,PNG
9,train_s_31928,train_s_31928.png,images/train_s_31928.png,train_s_31928.png,train,s,31928,.png,53901,1500,900,PNG
9,train_s_31929,train_s_31929.png,images/train_s_31929.png,train_s_31929.png,train,s,31929,.png,52839,1500,900,PNG
9,train_s_3193,train_s_3193.png,images/train_s_3193.png,train_s_3193.png,train,s,3193,.png,35476,1500,900,PNG
9,train_s_31930,train_s_31930.png,images/train_s_31930.png,train_s_31930.png,train,s,31930,.png,65902,1500,900,PNG
9,train_s_31931,train_s_31931.png,images/train_s_31931.png,train_s_31931.png,train,s,31931,.png,55655,1500,900,PNG
9,train_s_31932,train_s_31932.png,images/train_s_31932.png,train_s_31932.png,train,s,31932,.png,44308,1500,900,PNG
9,train_s_31933,train_s_31933.png,images/train_s_31933.png,train_s_31933.png,train,s,31933,.png,66834,1500,900,PNG
9,train_s_31934,train_s_31934.png,images/train_s_31934.png,train_s_31934.png,train,s,31934,.png,47066,1500,900,PNG
9,train_s_31935,train_s_31935.png,images/train_s_31935.png,train_s_31935.png,train,s,31935,.png,72502,1500,900,PNG
9,train_s_31936,train_s_31936.png,images/train_s_31936.png,train_s_31936.png,train,s,31936,.png,54193,1500,900,PNG
9,train_s_31937,train_s_31937.png,images/train_s_31937.png,train_s_31937.png,train,s,31937,.png,66817,1500,900,PNG
9,train_s_31938,train_s_31938.png,images/train_s_31938.png,train_s_31938.png,train,s,31938,.png,31468,1500,900,PNG
9,train_s_31939,train_s_31939.png,images/train_s_31939.png,train_s_31939.png,train,s,31939,.png,37933,1500,900,PNG
9,train_s_3194,train_s_3194.png,images/train_s_3194.png,train_s_3194.png,train,s,3194,.png,44344,1500,900,PNG
9,train_s_31940,train_s_31940.png,images/train_s_31940.png,train_s_31940.png,train,s,31940,.png,76148,1500,900,PNG
9,train_s_31941,train_s_31941.png,images/train_s_31941.png,train_s_31941.png,train,s,31941,.png,58947,1500,900,PNG
9,train_s_31942,train_s_31942.png,images/train_s_31942.png,train_s_31942.png,train,s,31942,.png,51264,1500,900,PNG
9,train_s_31943,train_s_31943.png,images/train_s_31943.png,train_s_31943.png,train,s,31943,.png,54646,1500,900,PNG
9,train_s_31944,train_s_31944.png,images/train_s_31944.png,train_s_31944.png,train,s,31944,.png,37851,1500,900,PNG
9,train_s_31945,train_s_31945.png,images/train_s_31945.png,train_s_31945.png,train,s,31945,.png,37362,1500,900,PNG
9,train_s_31946,train_s_31946.png,images/train_s_31946.png,train_s_31946.png,train,s,31946,.png,73474,1500,900,PNG
9,train_s_31947,train_s_31947.png,images/train_s_31947.png,train_s_31947.png,train,s,31947,.png,53532,1500,900,PNG
9,train_s_31948,train_s_31948.png,images/train_s_31948.png,train_s_31948.png,train,s,31948,.png,62652,1500,900,PNG
9,train_s_31949,train_s_31949.png,images/train_s_31949.png,train_s_31949.png,train,s,31949,.png,57983,1500,900,PNG
9,train_s_3195,train_s_3195.png,images/train_s_3195.png,train_s_3195.png,train,s,3195,.png,32176,1500,900,PNG
9,train_s_31950,train_s_31950.png,images/train_s_31950.png,train_s_31950.png,train,s,31950,.png,50314,1500,900,PNG
9,train_s_31951,train_s_31951.png,images/train_s_31951.png,train_s_31951.png,train,s,31951,.png,61110,1500,900,PNG
9,train_s_31952,train_s_31952.png,images/train_s_31952.png,train_s_31952.png,train,s,31952,.png,50330,1500,900,PNG
9,train_s_31953,train_s_31953.png,images/train_s_31953.png,train_s_31953.png,train,s,31953,.png,135378,1500,900,PNG
9,train_s_31954,train_s_31954.png,images/train_s_31954.png,train_s_31954.png,train,s,31954,.png,25541,1500,900,PNG
9,train_s_31955,train_s_31955.png,images/train_s_31955.png,train_s_31955.png,train,s,31955,.png,65639,1500,900,PNG
9,train_s_31956,train_s_31956.png,images/train_s_31956.png,train_s_31956.png,train,s,31956,.png,62526,1500,900,PNG
9,train_s_31957,train_s_31957.png,images/train_s_31957.png,train_s_31957.png,train,s,31957,.png,58123,1500,900,PNG
9,train_s_31958,train_s_31958.png,images/train_s_31958.png,train_s_31958.png,train,s,31958,.png,51510,1500,900,PNG
9,train_s_31959,train_s_31959.png,images/train_s_31959.png,train_s_31959.png,train,s,31959,.png,63348,1500,900,PNG
9,train_s_3196,train_s_3196.png,images/train_s_3196.png,train_s_3196.png,train,s,3196,.png,88135,1500,900,PNG
9,train_s_31960,train_s_31960.png,images/train_s_31960.png,train_s_31960.png,train,s,31960,.png,34956,1500,900,PNG
9,train_s_31961,train_s_31961.png,images/train_s_31961.png,train_s_31961.png,train,s,31961,.png,59160,1500,900,PNG
9,train_s_31962,train_s_31962.png,images/train_s_31962.png,train_s_31962.png,train,s,31962,.png,62109,1500,900,PNG
9,train_s_31963,train_s_31963.png,images/train_s_31963.png,train_s_31963.png,train,s,31963,.png,62442,1500,900,PNG
9,train_s_31964,train_s_31964.png,images/train_s_31964.png,train_s_31964.png,train,s,31964,.png,28228,1500,900,PNG
9,train_s_31965,train_s_31965.png,images/train_s_31965.png,train_s_31965.png,train,s,31965,.png,51689,1500,900,PNG
9,train_s_31966,train_s_31966.png,images/train_s_31966.png,train_s_31966.png,train,s,31966,.png,40991,1500,900,PNG
9,train_s_31967,train_s_31967.png,images/train_s_31967.png,train_s_31967.png,train,s,31967,.png,67729,1500,900,PNG
9,train_s_31968,train_s_31968.png,images/train_s_31968.png,train_s_31968.png,train,s,31968,.png,71012,1500,900,PNG
9,train_s_31969,train_s_31969.png,images/train_s_31969.png,train_s_31969.png,train,s,31969,.png,85261,1500,900,PNG
9,train_s_3197,train_s_3197.png,images/train_s_3197.png,train_s_3197.png,train,s,3197,.png,128073,1500,900,PNG
9,train_s_31970,train_s_31970.png,images/train_s_31970.png,train_s_31970.png,train,s,31970,.png,31636,1500,900,PNG
9,train_s_31971,train_s_31971.png,images/train_s_31971.png,train_s_31971.png,train,s,31971,.png,75522,1500,900,PNG
9,train_s_31972,train_s_31972.png,images/train_s_31972.png,train_s_31972.png,train,s,31972,.png,48068,1500,900,PNG
9,train_s_31973,train_s_31973.png,images/train_s_31973.png,train_s_31973.png,train,s,31973,.png,120585,1500,900,PNG
9,train_s_31974,train_s_31974.png,images/train_s_31974.png,train_s_31974.png,train,s,31974,.png,81997,1500,900,PNG
9,train_s_31975,train_s_31975.png,images/train_s_31975.png,train_s_31975.png,train,s,31975,.png,58082,1500,900,PNG
9,train_s_31976,train_s_31976.png,images/train_s_31976.png,train_s_31976.png,train,s,31976,.png,59943,1500,900,PNG
9,train_s_31977,train_s_31977.png,images/train_s_31977.png,train_s_31977.png,train,s,31977,.png,57394,1500,900,PNG
9,train_s_31978,train_s_31978.png,images/train_s_31978.png,train_s_31978.png,train,s,31978,.png,49469,1500,900,PNG
9,train_s_31979,train_s_31979.png,images/train_s_31979.png,train_s_31979.png,train,s,31979,.png,56438,1500,900,PNG
9,train_s_3198,train_s_3198.png,images/train_s_3198.png,train_s_3198.png,train,s,3198,.png,54850,1500,900,PNG
